
         Dual Mode Scramjet

  N       NA    Nm    cf         Dinj       L
   1221   3     3     0.00300    0.00300    1.220
         Area changes along axis
  xA      theta
  0.000    0.00
  0.390    0.60
  0.990    1.20
         Injections along axis
  xm      psi     y       angle
  0.110   0.50    0.10    80.00
  0.510   0.30    0.40    60.00
  0.810   0.20    0.60    40.00


  x        p           Ma       rho         V          T         F         Tt        Pt          s          a         Ac           A            gamma       mdot       W         G
   0.2420    62448.5   2.8869    0.217573   1793.050    888.66     98.06   2120.36   2345111.1    5047.37   625.062   0.00379167   0.00379999   1.3477521    1.48877   26.0870    -36.86827
   0.2430    62478.6   2.8859    0.217617   1792.820    889.00     98.05   2120.37   2342900.1    5047.66   625.178   0.00379157   0.00379999   1.3477260    1.48877   26.0870    -36.44339
   0.2440    62515.3   2.8850    0.217651   1792.589    889.32     98.04   2120.38   2340550.4    5047.89   625.299   0.00379170   0.00379999   1.3476985    1.48877   26.0870    -41.89381
   0.2450    62547.4   2.8841    0.217671   1792.340    889.64     98.04   2120.33   2338477.6    5048.14   625.410   0.00379155   0.00379999   1.3476698    1.48877   26.0870    -38.74480
   0.2460    62575.7   2.8832    0.217710   1792.103    889.98     98.04   2120.32   2336380.7    5048.44   625.522   0.00379134   0.00379999   1.3476432    1.48877   26.0870    -35.09632
   0.2470    62611.0   2.8823    0.217751   1791.876    890.31     98.02   2120.34   2334033.5    5048.69   625.643   0.00379145   0.00379999   1.3476166    1.48877   26.0870    -40.28324
   0.2480    62645.7   2.8814    0.217772   1791.632    890.62     98.02   2120.30   2331875.2    5048.92   625.758   0.00379142   0.00379999   1.3475879    1.48877   26.0870    -40.49088
   0.2490    62673.8   2.8805    0.217803   1791.388    890.96     98.02   2120.27   2329858.1    5049.21   625.867   0.00379116   0.00379999   1.3475606    1.48877   26.0870    -35.02902
   0.2500    62706.5   2.8795    0.217848   1791.162    891.29     98.01   2120.29   2327575.6    5049.48   625.986   0.00379119   0.00379999   1.3475346    1.48877   26.0870    -38.01361
   0.2510    62742.9   2.8786    0.217874   1790.924    891.60     98.00   2120.27   2325327.3    5049.70   626.104   0.00379127   0.00379999   1.3475064    1.48877   26.0870    -41.38075
   0.2520    62772.4   2.8777    0.217898   1790.676    891.93     98.00   2120.23   2323331.0    5049.98   626.213   0.00379103   0.00379999   1.3474784    1.48877   26.0870    -36.14495
   0.2530    62802.5   2.8768    0.217942   1790.447    892.27     97.99   2120.24   2321153.9    5050.26   626.328   0.00379094   0.00379999   1.3474525    1.48877   26.0870    -35.86265
   0.2540    62839.1   2.8759    0.217976   1790.215    892.59     97.98   2120.24   2318848.6    5050.49   626.447   0.00379107   0.00379999   1.3474251    1.48877   26.0870    -41.02986
   0.2550    62870.9   2.8750    0.217996   1789.967    892.90     97.98   2120.19   2316811.9    5050.74   626.558   0.00379092   0.00379999   1.3473967    1.48877   26.0870    -37.91249
   0.2560    62899.3   2.8741    0.218035   1789.732    893.24     97.97   2120.18   2314745.2    5051.04   626.670   0.00379072   0.00379999   1.3473704    1.48877   26.0870    -34.53890
   0.2570    62934.4   2.8732    0.218075   1789.505    893.57     97.96   2120.20   2312440.3    5051.28   626.789   0.00379083   0.00379999   1.3473439    1.48877   26.0870    -39.52571
   0.2580    62968.8   2.8723    0.218096   1789.260    893.88     97.96   2120.16   2310322.7    5051.51   626.903   0.00379080   0.00379999   1.3473155    1.48877   26.0870    -39.57806
   0.2590    62996.9   2.8714    0.218128   1789.018    894.21     97.96   2120.13   2308334.4    5051.80   627.012   0.00379055   0.00379999   1.3472885    1.48877   26.0870    -34.42095
   0.2600    63029.6   2.8705    0.218172   1788.792    894.55     97.94   2120.15   2306089.6    5052.07   627.130   0.00379058   0.00379999   1.3472626    1.48877   26.0870    -37.37877
   0.2610    63065.7   2.8696    0.218198   1788.554    894.86     97.94   2120.13   2303885.5    5052.29   627.246   0.00379066   0.00379999   1.3472346    1.48877   26.0870    -40.45298
   0.2620    63095.0   2.8687    0.218222   1788.308    895.18     97.94   2120.09   2301919.9    5052.56   627.354   0.00379043   0.00379999   1.3472069    1.48877   26.0870    -35.42962
   0.2630    63125.2   2.8678    0.218266   1788.078    895.52     97.93   2120.10   2299775.0    5052.84   627.469   0.00379034   0.00379999   1.3471812    1.48877   26.0870    -35.31834
   0.2640    63161.6   2.8669    0.218298   1787.847    895.83     97.92   2120.10   2297514.8    5053.07   627.587   0.00379047   0.00379999   1.3471540    1.48877   26.0870    -40.16468
   0.2650    63193.2   2.8660    0.218319   1787.600    896.15     97.92   2120.05   2295513.3    5053.32   627.697   0.00379032   0.00379999   1.3471259    1.48877   26.0870    -37.07520
   0.2660    63221.5   2.8651    0.218358   1787.365    896.49     97.91   2120.04   2293474.4    5053.61   627.808   0.00379014   0.00379999   1.3470998    1.48877   26.0870    -34.01519
   0.2670    63256.6   2.8642    0.218397   1787.138    896.81     97.90   2120.06   2291211.9    5053.85   627.927   0.00379025   0.00379999   1.3470735    1.48877   26.0870    -38.78126
   0.2680    63290.7   2.8633    0.218418   1786.894    897.12     97.89   2120.02   2289134.9    5054.08   628.039   0.00379022   0.00379999   1.3470453    1.48877   26.0870    -38.65423
   0.2690    63318.7   2.8624    0.218450   1786.653    897.45     97.89   2119.99   2287173.2    5054.37   628.148   0.00378998   0.00379999   1.3470186    1.48877   26.0870    -33.83699
   0.2700    63351.4   2.8615    0.218493   1786.428    897.78     97.88   2120.01   2284965.4    5054.63   628.264   0.00379002   0.00379999   1.3469928    1.48877   26.0870    -36.76899
   0.2710    63387.2   2.8606    0.218519   1786.190    898.09     97.87   2119.99   2282805.9    5054.85   628.380   0.00379009   0.00379999   1.3469651    1.48877   26.0870    -39.51616
   0.2720    63416.3   2.8597    0.218544   1785.944    898.42     97.87   2119.94   2280869.1    5055.12   628.487   0.00378987   0.00379999   1.3469377    1.48877   26.0870    -34.72607
   0.2730    63446.6   2.8588    0.218587   1785.716    898.75     97.86   2119.95   2278755.1    5055.40   628.601   0.00378980   0.00379999   1.3469121    1.48877   26.0870    -34.80526
   0.2740    63482.7   2.8579    0.218619   1785.484    899.06     97.85   2119.95   2276540.3    5055.62   628.718   0.00378992   0.00379999   1.3468852    1.48877   26.0870    -39.29859
   0.2750    63514.0   2.8571    0.218640   1785.238    899.38     97.85   2119.91   2274572.8    5055.87   628.827   0.00378978   0.00379999   1.3468573    1.48877   26.0870    -36.23899
   0.2760    63542.4   2.8562    0.218678   1785.004    899.71     97.85   2119.90   2272560.0    5056.16   628.937   0.00378961   0.00379999   1.3468315    1.48877   26.0870    -33.52205
   0.2770    63577.4   2.8553    0.218717   1784.777    900.03     97.83   2119.91   2270340.0    5056.40   629.055   0.00378972   0.00379999   1.3468053    1.48877   26.0870    -38.04670
   0.2780    63611.0   2.8544    0.218738   1784.534    900.34     97.83   2119.87   2268303.1    5056.63   629.166   0.00378968   0.00379999   1.3467774    1.48877   26.0870    -37.72555
   0.2790    63639.0   2.8535    0.218770   1784.294    900.67     97.83   2119.84   2266366.0    5056.91   629.274   0.00378946   0.00379999   1.3467509    1.48877   26.0870    -33.27750
   0.2800    63671.8   2.8526    0.218812   1784.069    901.00     97.82   2119.86   2264194.7    5057.17   629.390   0.00378951   0.00379999   1.3467254    1.48877   26.0870    -36.17885
   0.2810    63707.1   2.8517    0.218837   1783.831    901.31     97.81   2119.84   2262079.9    5057.39   629.504   0.00378957   0.00379999   1.3466979    1.48877   26.0870    -38.57431
   0.2820    63736.1   2.8509    0.218863   1783.587    901.63     97.81   2119.80   2260170.3    5057.66   629.611   0.00378936   0.00379999   1.3466707    1.48877   26.0870    -34.03822
   0.2830    63766.5   2.8500    0.218905   1783.359    901.96     97.80   2119.80   2258085.9    5057.93   629.724   0.00378930   0.00379999   1.3466454    1.48877   26.0870    -34.31790
   0.2840    63802.2   2.8491    0.218936   1783.127    902.27     97.79   2119.80   2255916.8    5058.15   629.840   0.00378942   0.00379999   1.3466186    1.48877   26.0870    -38.43205
   0.2850    63833.2   2.8482    0.218958   1782.882    902.59     97.79   2119.75   2253982.1    5058.40   629.948   0.00378928   0.00379999   1.3465910    1.48877   26.0870    -35.41010
   0.2860    63861.8   2.8473    0.218996   1782.649    902.92     97.78   2119.75   2251993.8    5058.68   630.058   0.00378913   0.00379999   1.3465654    1.48877   26.0870    -33.05610
   0.2870    63896.5   2.8464    0.219033   1782.422    903.24     97.77   2119.76   2249816.4    5058.92   630.174   0.00378924   0.00379999   1.3465394    1.48877   26.0870    -37.31888
   0.2880    63929.7   2.8456    0.219055   1782.180    903.54     97.76   2119.72   2247818.9    5059.15   630.285   0.00378920   0.00379999   1.3465118    1.48877   26.0870    -36.79838
   0.2890    63957.8   2.8447    0.219087   1781.941    903.87     97.76   2119.69   2245904.6    5059.43   630.392   0.00378900   0.00379999   1.3464856    1.48877   26.0870    -32.74262
   0.2900    63990.5   2.8438    0.219128   1781.716    904.20     97.75   2119.71   2243769.6    5059.68   630.507   0.00378905   0.00379999   1.3464602    1.48877   26.0870    -35.60289
   0.2910    64025.4   2.8429    0.219153   1781.478    904.50     97.74   2119.68   2241699.1    5059.90   630.620   0.00378910   0.00379999   1.3464329    1.48877   26.0870    -37.63171
   0.2920    64054.2   2.8421    0.219179   1781.235    904.82     97.74   2119.64   2239815.0    5060.17   630.726   0.00378891   0.00379999   1.3464061    1.48877   26.0870    -33.36985
   0.2930    64084.7   2.8412    0.219220   1781.008    905.15     97.73   2119.65   2237759.6    5060.44   630.838   0.00378886   0.00379999   1.3463809    1.48877   26.0870    -33.85064
   0.2940    64120.1   2.8403    0.219251   1780.777    905.46     97.72   2119.65   2235636.2    5060.66   630.953   0.00378897   0.00379999   1.3463543    1.48877   26.0870    -37.56585
   0.2950    64150.7   2.8395    0.219273   1780.533    905.77     97.72   2119.60   2233732.9    5060.91   631.060   0.00378884   0.00379999   1.3463271    1.48877   26.0870    -34.59468
   0.2960    64179.4   2.8386    0.219311   1780.301    906.10     97.71   2119.59   2231767.9    5061.19   631.169   0.00378871   0.00379999   1.3463017    1.48877   26.0870    -32.61374
   0.2970    64213.9   2.8377    0.219347   1780.074    906.42     97.70   2119.60   2229633.1    5061.42   631.284   0.00378882   0.00379999   1.3462758    1.48877   26.0870    -36.59495
   0.2980    64246.7   2.8368    0.219368   1779.832    906.72     97.70   2119.56   2227674.0    5061.65   631.394   0.00378877   0.00379999   1.3462485    1.48877   26.0870    -35.87915
   0.2990    64274.7   2.8360    0.219401   1779.595    907.05     97.69   2119.54   2225781.1    5061.93   631.500   0.00378859   0.00379999   1.3462226    1.48877   26.0870    -32.23217
   0.3000    64307.4   2.8351    0.219441   1779.369    907.37     97.68   2119.55   2223682.2    5062.18   631.614   0.00378865   0.00379999   1.3461973    1.48877   26.0870    -35.03585
   0.3010    64341.9   2.8342    0.219465   1779.132    907.68     97.68   2119.52   2221655.6    5062.40   631.726   0.00378869   0.00379999   1.3461703    1.48877   26.0870    -36.69288
   0.3020    64370.5   2.8334    0.219492   1778.891    908.00     97.67   2119.48   2219795.4    5062.66   631.832   0.00378851   0.00379999   1.3461438    1.48877   26.0870    -32.72436
   0.3030    64401.1   2.8325    0.219532   1778.664    908.32     97.66   2119.49   2217768.4    5062.93   631.943   0.00378848   0.00379999   1.3461188    1.48877   26.0870    -33.39786
   0.3040    64436.1   2.8316    0.219562   1778.433    908.63     97.65   2119.48   2215690.5    5063.15   632.057   0.00378859   0.00379999   1.3460923    1.48877   26.0870    -36.70115
   0.3050    64466.4   2.8308    0.219584   1778.190    908.94     97.65   2119.44   2213817.2    5063.40   632.163   0.00378846   0.00379999   1.3460654    1.48877   26.0870    -33.79856
   0.3060    64495.2   2.8299    0.219622   1777.959    909.27     97.64   2119.43   2211874.5    5063.67   632.271   0.00378835   0.00379999   1.3460403    1.48877   26.0870    -32.19110
   0.3070    64529.5   2.8290    0.219657   1777.732    909.58     97.63   2119.44   2209782.3    5063.90   632.385   0.00378845   0.00379999   1.3460145    1.48877   26.0870    -35.87257
   0.3080    64561.8   2.8282    0.219678   1777.491    909.88     97.63   2119.40   2207860.6    5064.13   632.493   0.00378841   0.00379999   1.3459875    1.48877   26.0870    -34.97415
   0.3090    64589.8   2.8273    0.219711   1777.255    910.21     97.62   2119.38   2205987.7    5064.40   632.600   0.00378824   0.00379999   1.3459619    1.48877   26.0870    -31.74549
   0.3100    64622.5   2.8264    0.219750   1777.030    910.53     97.61   2119.39   2203924.9    5064.65   632.712   0.00378831   0.00379999   1.3459368    1.48877   26.0870    -34.47291
   0.3110    64656.4   2.8256    0.219774   1776.793    910.83     97.61   2119.36   2201941.4    5064.87   632.823   0.00378835   0.00379999   1.3459100    1.48877   26.0870    -35.76252
   0.3120    64684.9   2.8247    0.219801   1776.553    911.15     97.60   2119.32   2200103.6    5065.13   632.928   0.00378818   0.00379999   1.3458838    1.48877   26.0870    -32.10452
   0.3130    64715.6   2.8239    0.219840   1776.327    911.47     97.59   2119.33   2198104.8    5065.39   633.039   0.00378817   0.00379999   1.3458590    1.48877   26.0870    -32.95412
   0.3140    64750.1   2.8230    0.219869   1776.095    911.77     97.58   2119.32   2196072.0    5065.61   633.151   0.00378826   0.00379999   1.3458327    1.48877   26.0870    -35.83967
   0.3150    64780.1   2.8222    0.219892   1775.854    912.09     97.58   2119.28   2194227.2    5065.86   633.256   0.00378814   0.00379999   1.3458062    1.48877   26.0870    -33.02702
   0.3160    64809.0   2.8213    0.219929   1775.624    912.41     97.57   2119.27   2192306.3    5066.13   633.364   0.00378805   0.00379999   1.3457812    1.48877   26.0870    -31.78413
   0.3170    64843.0   2.8204    0.219963   1775.397    912.72     97.56   2119.27   2190256.6    5066.36   633.477   0.00378816   0.00379999   1.3457556    1.48877   26.0870    -35.15009
   0.3180    64874.8   2.8196    0.219985   1775.157    913.02     97.56   2119.23   2188370.8    5066.59   633.584   0.00378811   0.00379999   1.3457289    1.48877   26.0870    -34.08942
   0.3190    64903.0   2.8187    0.220017   1774.922    913.35     97.55   2119.21   2186517.0    5066.86   633.689   0.00378796   0.00379999   1.3457036    1.48877   26.0870    -31.28134
   0.3200    64935.5   2.8179    0.220055   1774.697    913.66     97.54   2119.22   2184490.4    5067.10   633.801   0.00378804   0.00379999   1.3456786    1.48877   26.0870    -33.90988
   0.3210    64968.9   2.8170    0.220078   1774.461    913.96     97.54   2119.19   2182548.9    5067.32   633.910   0.00378806   0.00379999   1.3456521    1.48877   26.0870    -34.84550
   0.3220    64997.3   2.8162    0.220106   1774.222    914.28     97.53   2119.16   2180732.1    5067.58   634.015   0.00378791   0.00379999   1.3456262    1.48877   26.0870    -31.51233
   0.3230    65028.0   2.8153    0.220144   1773.997    914.60     97.52   2119.16   2178761.6    5067.84   634.125   0.00378792   0.00379999   1.3456015    1.48877   26.0870    -32.51434
   0.3240    65062.1   2.8145    0.220172   1773.765    914.90     97.51   2119.15   2176773.3    5068.06   634.236   0.00378800   0.00379999   1.3455755    1.48877   26.0870    -34.98364
   0.3250    65091.7   2.8136    0.220196   1773.525    915.21     97.51   2119.11   2174955.2    5068.30   634.340   0.00378789   0.00379999   1.3455493    1.48877   26.0870    -32.28458
   0.3260    65120.8   2.8128    0.220233   1773.296    915.53     97.50   2119.10   2173055.9    5068.57   634.447   0.00378782   0.00379999   1.3455245    1.48877   26.0870    -31.38866
   0.3270    65154.5   2.8119    0.220265   1773.069    915.84     97.49   2119.10   2171048.6    5068.79   634.559   0.00378792   0.00379999   1.3454991    1.48877   26.0870    -34.42665
   0.3280    65185.8   2.8111    0.220287   1772.830    916.14     97.49   2119.06   2169197.0    5069.03   634.665   0.00378787   0.00379999   1.3454727    1.48877   26.0870    -33.23051
   0.3290    65214.0   2.8103    0.220320   1772.597    916.46     97.48   2119.04   2167361.7    5069.29   634.770   0.00378775   0.00379999   1.3454476    1.48877   26.0870    -30.83789
   0.3300    65246.5   2.8094    0.220356   1772.372    916.77     97.47   2119.05   2165371.4    5069.53   634.881   0.00378783   0.00379999   1.3454228    1.48877   26.0870    -33.34336
   0.3310    65279.3   2.8086    0.220379   1772.136    917.07     97.47   2119.02   2163470.6    5069.75   634.989   0.00378785   0.00379999   1.3453965    1.48877   26.0870    -33.94668
   0.3320    65307.6   2.8077    0.220407   1771.899    917.39     97.46   2118.99   2161673.6    5070.01   635.092   0.00378772   0.00379999   1.3453710    1.48877   26.0870    -30.94885
   0.3330    65338.3   2.8069    0.220445   1771.674    917.70     97.45   2118.99   2159731.6    5070.26   635.202   0.00378774   0.00379999   1.3453464    1.48877   26.0870    -32.07389
   0.3340    65371.9   2.8060    0.220471   1771.442    918.00     97.44   2118.97   2157786.9    5070.48   635.311   0.00378781   0.00379999   1.3453206    1.48877   26.0870    -34.13586
   0.3350    65401.2   2.8052    0.220496   1771.204    918.31     97.44   2118.93   2155994.1    5070.73   635.415   0.00378771   0.00379999   1.3452947    1.48877   26.0870    -31.57483
   0.3360    65430.4   2.8044    0.220532   1770.976    918.63     97.43   2118.93   2154116.4    5070.99   635.522   0.00378766   0.00379999   1.3452702    1.48877   26.0870    -31.00051
   0.3370    65463.8   2.8035    0.220563   1770.748    918.93     97.42   2118.92   2152151.1    5071.21   635.632   0.00378776   0.00379999   1.3452449    1.48877   26.0870    -33.70231
   0.3380    65494.6   2.8027    0.220585   1770.510    919.24     97.42   2118.89   2150332.1    5071.44   635.737   0.00378771   0.00379999   1.3452189    1.48877   26.0870    -32.40236
   0.3390    65522.9   2.8019    0.220618   1770.279    919.55     97.41   2118.87   2148514.8    5071.70   635.841   0.00378761   0.00379999   1.3451941    1.48877   26.0870    -30.41275
   0.3400    65555.2   2.8010    0.220653   1770.054    919.86     97.40   2118.87   2146560.9    5071.94   635.951   0.00378769   0.00379999   1.3451693    1.48877   26.0870    -32.77093
   0.3410    65587.4   2.8002    0.220676   1769.818    920.16     97.39   2118.84   2144699.2    5072.16   636.058   0.00378771   0.00379999   1.3451434    1.48877   26.0870    -33.07085
   0.3420    65615.7   2.7994    0.220704   1769.583    920.47     97.39   2118.81   2142921.1    5072.42   636.161   0.00378759   0.00379999   1.3451182    1.48877   26.0870    -30.41422
   0.3430    65646.5   2.7985    0.220740   1769.358    920.79     97.38   2118.81   2141007.9    5072.66   636.269   0.00378762   0.00379999   1.3450937    1.48877   26.0870    -31.62886
   0.3440    65679.5   2.7977    0.220767   1769.127    921.08     97.37   2118.79   2139105.7    5072.88   636.377   0.00378769   0.00379999   1.3450681    1.48877   26.0870    -33.29958
   0.3450    65708.6   2.7969    0.220791   1768.890    921.39     97.36   2118.76   2137336.7    5073.13   636.480   0.00378760   0.00379999   1.3450426    1.48877   26.0870    -30.90030
   0.3460    65737.9   2.7960    0.220827   1768.663    921.71     97.36   2118.75   2135480.8    5073.38   636.586   0.00378757   0.00379999   1.3450182    1.48877   26.0870    -30.61560
   0.3470    65770.9   2.7952    0.220857   1768.435    922.01     97.35   2118.74   2133557.0    5073.60   636.695   0.00378766   0.00379999   1.3449931    1.48877   26.0870    -32.97803
   0.3480    65801.2   2.7944    0.220879   1768.198    922.31     97.34   2118.71   2131768.8    5073.84   636.799   0.00378761   0.00379999   1.3449674    1.48877   26.0870    -31.60911
   0.3490    65829.6   2.7935    0.220912   1767.968    922.62     97.33   2118.69   2129969.4    5074.09   636.903   0.00378754   0.00379999   1.3449428    1.48877   26.0870    -30.00302
   0.3500    65861.7   2.7927    0.220945   1767.743    922.93     97.32   2118.69   2128052.0    5074.32   637.012   0.00378762   0.00379999   1.3449182    1.48877   26.0870    -32.19116
   0.3510    65893.4   2.7919    0.220968   1767.508    923.23     97.32   2118.66   2126227.7    5074.55   637.117   0.00378763   0.00379999   1.3448926    1.48877   26.0870    -32.22250
   0.3520    65921.6   2.7911    0.220997   1767.275    923.54     97.31   2118.63   2124467.7    5074.80   637.220   0.00378754   0.00379999   1.3448677    1.48877   26.0870    -29.90759
   0.3530    65952.4   2.7902    0.221032   1767.050    923.85     97.30   2118.63   2122583.8    5075.04   637.327   0.00378758   0.00379999   1.3448434    1.48877   26.0870    -31.17608
   0.3540    65984.9   2.7894    0.221057   1766.819    924.14     97.29   2118.61   2120722.8    5075.26   637.434   0.00378764   0.00379999   1.3448180    1.48877   26.0870    -32.47843
   0.3550    66013.7   2.7886    0.221083   1766.584    924.45     97.29   2118.58   2118976.2    5075.51   637.536   0.00378756   0.00379999   1.3447928    1.48877   26.0870    -30.26242
   0.3560    66043.1   2.7877    0.221117   1766.358    924.76     97.28   2118.57   2117142.6    5075.76   637.642   0.00378755   0.00379999   1.3447686    1.48877   26.0870    -30.23014
   0.3570    66075.7   2.7869    0.221146   1766.130    925.06     97.27   2118.56   2115259.6    5075.98   637.749   0.00378764   0.00379999   1.3447437    1.48877   26.0870    -32.25561
   0.3580    66105.6   2.7861    0.221169   1765.894    925.36     97.27   2118.52   2113500.4    5076.21   637.852   0.00378759   0.00379999   1.3447183    1.48877   26.0870    -30.85398
   0.3590    66134.0   2.7853    0.221201   1765.665    925.67     97.26   2118.51   2111718.9    5076.46   637.956   0.00378754   0.00379999   1.3446940    1.48877   26.0870    -29.60546
   0.3600    66165.9   2.7845    0.221233   1765.440    925.97     97.25   2118.50   2109838.0    5076.69   638.063   0.00378762   0.00379999   1.3446695    1.48877   26.0870    -31.60370
   0.3610    66197.1   2.7836    0.221257   1765.206    926.27     97.24   2118.47   2108049.2    5076.91   638.168   0.00378763   0.00379999   1.3446441    1.48877   26.0870    -31.40571
   0.3620    66225.2   2.7828    0.221285   1764.974    926.58     97.24   2118.45   2106306.9    5077.17   638.270   0.00378755   0.00379999   1.3446195    1.48877   26.0870    -29.42723
   0.3630    66256.0   2.7820    0.221319   1764.750    926.89     97.22   2118.44   2104452.7    5077.40   638.376   0.00378761   0.00379999   1.3445954    1.48877   26.0870    -30.71332
   0.3640    66287.9   2.7812    0.221344   1764.519    927.18     97.22   2118.42   2102631.2    5077.62   638.482   0.00378766   0.00379999   1.3445702    1.48877   26.0870    -31.67622
   0.3650    66316.5   2.7804    0.221370   1764.285    927.49     97.21   2118.39   2100905.8    5077.86   638.583   0.00378759   0.00379999   1.3445454    1.48877   26.0870    -29.66146
   0.3660    66346.0   2.7796    0.221403   1764.060    927.79     97.20   2118.38   2099095.2    5078.11   638.688   0.00378760   0.00379999   1.3445214    1.48877   26.0870    -29.84076
   0.3670    66378.2   2.7787    0.221431   1763.832    928.09     97.19   2118.37   2097252.1    5078.33   638.794   0.00378768   0.00379999   1.3444966    1.48877   26.0870    -31.53761
   0.3680    66407.7   2.7779    0.221455   1763.598    928.39     97.19   2118.33   2095520.0    5078.56   638.896   0.00378764   0.00379999   1.3444715    1.48877   26.0870    -30.13916
   0.3690    66436.2   2.7771    0.221487   1763.370    928.70     97.18   2118.32   2093757.0    5078.81   638.999   0.00378761   0.00379999   1.3444474    1.48877   26.0870    -29.21664
   0.3700    66467.9   2.7763    0.221517   1763.145    929.00     97.17   2118.31   2091912.4    5079.04   639.106   0.00378769   0.00379999   1.3444231    1.48877   26.0870    -31.00925
   0.3710    66498.5   2.7755    0.221540   1762.912    929.29     97.16   2118.28   2090157.0    5079.26   639.209   0.00378770   0.00379999   1.3443980    1.48877   26.0870    -30.62398
   0.3720    66526.6   2.7747    0.221569   1762.681    929.60     97.16   2118.26   2088432.1    5079.51   639.310   0.00378764   0.00379999   1.3443737    1.48877   26.0870    -28.97067
   0.3730    66557.3   2.7739    0.221602   1762.457    929.90     97.15   2118.25   2086608.2    5079.74   639.416   0.00378770   0.00379999   1.3443497    1.48877   26.0870    -30.23931
   0.3740    66588.7   2.7731    0.221626   1762.227    930.20     97.14   2118.23   2084824.5    5079.96   639.520   0.00378775   0.00379999   1.3443248    1.48877   26.0870    -30.89679
   0.3750    66617.1   2.7723    0.221652   1761.994    930.50     97.13   2118.20   2083119.2    5080.20   639.621   0.00378769   0.00379999   1.3443003    1.48877   26.0870    -29.09661
   0.3760    66646.6   2.7714    0.221685   1761.770    930.81     97.12   2118.19   2081332.4    5080.44   639.725   0.00378772   0.00379999   1.3442764    1.48877   26.0870    -29.44470
   0.3770    66678.3   2.7706    0.221712   1761.542    931.10     97.11   2118.18   2079528.0    5080.66   639.830   0.00378780   0.00379999   1.3442519    1.48877   26.0870    -30.82719
   0.3780    66707.5   2.7698    0.221736   1761.309    931.40     97.11   2118.14   2077821.4    5080.90   639.931   0.00378776   0.00379999   1.3442271    1.48877   26.0870    -29.46575
   0.3790    66736.1   2.7690    0.221767   1761.083    931.71     97.10   2118.13   2076077.2    5081.14   640.034   0.00378775   0.00379999   1.3442032    1.48877   26.0870    -28.83313
   0.3800    66767.5   2.7682    0.221797   1760.857    932.00     97.09   2118.12   2074268.7    5081.36   640.139   0.00378783   0.00379999   1.3441791    1.48877   26.0870    -30.40945
   0.3810    66797.6   2.7674    0.221820   1760.625    932.30     97.08   2118.09   2072544.8    5081.59   640.241   0.00378784   0.00379999   1.3441543    1.48877   26.0870    -29.88006
   0.3820    66825.7   2.7666    0.221849   1760.396    932.60     97.08   2118.07   2070837.2    5081.83   640.342   0.00378780   0.00379999   1.3441302    1.48877   26.0870    -28.53482
   0.3830    66856.3   2.7658    0.221880   1760.172    932.90     97.07   2118.06   2069043.9    5082.06   640.446   0.00378787   0.00379999   1.3441064    1.48877   26.0870    -29.75377
   0.3840    66887.2   2.7650    0.221905   1759.942    933.19     97.06   2118.03   2067296.2    5082.28   640.549   0.00378791   0.00379999   1.3440817    1.48877   26.0870    -30.14378
   0.3850    66915.4   2.7642    0.221931   1759.711    933.49     97.05   2118.00   2065610.2    5082.52   640.650   0.00378787   0.00379999   1.3440575    1.48877   26.0870    -28.56607
   0.3860    66945.0   2.7634    0.221963   1759.487    933.80     97.04   2118.00   2063847.8    5082.76   640.753   0.00378790   0.00379999   1.3440338    1.48877   26.0870    -29.03990
   0.3870    66976.2   2.7626    0.221989   1759.260    934.09     97.03   2117.98   2062080.9    5082.98   640.857   0.00378798   0.00379999   1.3440094    1.48877   26.0870    -30.12790
   0.3880    67005.1   2.7618    0.222013   1759.028    934.39     97.03   2117.95   2060398.3    5083.21   640.957   0.00378795   0.00379999   1.3439850    1.48877   26.0870    -28.83378
   0.3890    67033.7   2.7610    0.222044   1758.802    934.69     97.02   2117.93   2058673.7    5083.45   641.059   0.00378795   0.00379999   1.3439613    1.48877   26.0870    -28.45168
   0.3900    67064.8   2.7602    0.222072   1758.577    934.98     97.28   2117.92   2056900.7    5083.67   641.163   0.00378804   0.00381046   1.3439373    1.48877   26.0870    -29.80678
   0.3910    67094.5   2.7594    0.222096   1758.346    935.28     97.54   2117.89   2055206.3    5083.89   641.264   0.00378805   0.00382094   1.3439128    1.48877   26.0870    -29.13307
   0.3920    67122.6   2.7586    0.222124   1758.119    935.58     97.80   2117.87   2053516.1    5084.14   641.365   0.00378803   0.00383141   1.3438890    1.48877   26.0870    -27.99996
   0.3930    67152.9   2.7578    0.222154   1757.896    935.87     98.05   2117.86   2051755.0    5084.36   641.468   0.00378812   0.00384188   1.3438653    1.48877   26.0870    -29.06368
   0.3940    67183.1   2.7571    0.222177   1757.668    936.17     98.31   2117.83   2050042.3    5084.58   641.569   0.00378817   0.00385235   1.3438410    1.48877   26.0870    -29.12167
   0.3950    67211.0   2.7563    0.222203   1757.440    936.46     98.57   2117.80   2048375.9    5084.82   641.669   0.00378816   0.00386283   1.3438170    1.48877   26.0870    -27.67594
   0.3960    67240.1   2.7555    0.222232   1757.218    936.76     98.83   2117.79   2046641.1    5085.05   641.771   0.00378824   0.00387330   1.3437936    1.48877   26.0870    -28.13134
   0.3970    67270.3   2.7547    0.222256   1756.993    937.05     99.09   2117.77   2044913.0    5085.26   641.873   0.00378834   0.00388377   1.3437696    1.48877   26.0870    -28.82068
