
         Dual Mode Scramjet

  N       NA    Nm    cf         Dinj       L
   1221   3     3     0.00300    0.00300    1.220
         Area changes along axis
  xA      theta
  0.000    0.00
  0.390    0.60
  0.990    1.20
         Injections along axis
  xm      psi     y       angle
  0.110   0.50    0.10    80.00
  0.510   0.30    0.40    60.00
  0.810   0.20    0.60    40.00


  x        p           Ma       rho         V          T         F         Tt        Pt          s          a         Ac           A            gamma       mdot       W         G
   0.9380    52934.2   2.4901    0.144155   1698.111    892.23    193.86   1862.67   1334504.4    9932.89   689.064   0.00575020   0.00954932   1.3473965    1.51052   21.8316      0.81745
   0.9390    52910.0   2.4901    0.144093   1698.111    892.20    193.98   1862.65   1333963.9    9932.99   689.056   0.00575267   0.00955979   1.3473984    1.51052   21.8316      0.82104
   0.9400    52885.8   2.4901    0.144031   1698.112    892.18    194.11   1862.63   1333423.9    9933.09   689.047   0.00575515   0.00957026   1.3474002    1.51052   21.8316      0.82639
   0.9410    52861.6   2.4902    0.143969   1698.112    892.16    194.24   1862.61   1332884.2    9933.20   689.038   0.00575763   0.00958073   1.3474021    1.51052   21.8316      0.82101
   0.9420    52837.5   2.4902    0.143907   1698.113    892.14    194.37   1862.58   1332345.2    9933.30   689.029   0.00576011   0.00959121   1.3474040    1.51052   21.8316      0.81983
   0.9430    52813.4   2.4902    0.143845   1698.114    892.11    194.50   1862.56   1331806.9    9933.40   689.021   0.00576259   0.00960168   1.3474059    1.51052   21.8316      0.82588
   0.9440    52789.3   2.4903    0.143783   1698.114    892.09    194.62   1862.54   1331269.0    9933.51   689.012   0.00576506   0.00961215   1.3474078    1.51052   21.8316      0.82429
   0.9450    52765.3   2.4903    0.143721   1698.115    892.07    194.75   1862.52   1330731.5    9933.61   689.003   0.00576754   0.00962262   1.3474097    1.51052   21.8316      0.82039
   0.9460    52741.3   2.4903    0.143659   1698.115    892.05    194.88   1862.50   1330194.9    9933.71   688.994   0.00577002   0.00963310   1.3474116    1.51052   21.8316      0.82449
   0.9470    52717.2   2.4904    0.143597   1698.116    892.02    195.01   1862.47   1329658.7    9933.81   688.986   0.00577249   0.00964357   1.3474135    1.51052   21.8316      0.82633
   0.9480    52693.3   2.4904    0.143536   1698.117    892.00    195.13   1862.45   1329122.9    9933.92   688.977   0.00577497   0.00965404   1.3474153    1.51052   21.8316      0.82227
   0.9490    52669.3   2.4904    0.143474   1698.117    891.98    195.26   1862.43   1328587.8    9934.02   688.968   0.00577745   0.00966451   1.3474172    1.51052   21.8316      0.82338
   0.9500    52645.4   2.4905    0.143413   1698.118    891.96    195.39   1862.41   1328053.4    9934.12   688.959   0.00577992   0.00967499   1.3474191    1.51052   21.8316      0.82693
   0.9510    52621.4   2.4905    0.143351   1698.118    891.93    195.52   1862.39   1327519.3    9934.22   688.951   0.00578240   0.00968546   1.3474210    1.51052   21.8316      0.82458
   0.9520    52597.6   2.4905    0.143290   1698.119    891.91    195.64   1862.36   1326985.7    9934.32   688.942   0.00578487   0.00969593   1.3474229    1.51052   21.8316      0.82322
   0.9530    52573.7   2.4906    0.143229   1698.120    891.89    195.77   1862.34   1326452.9    9934.43   688.933   0.00578735   0.00970640   1.3474248    1.51052   21.8316      0.82655
   0.9540    52549.8   2.4906    0.143167   1698.120    891.86    195.90   1862.32   1325920.5    9934.53   688.924   0.00578982   0.00971687   1.3474267    1.51052   21.8316      0.82648
   0.9550    52526.0   2.4906    0.143106   1698.121    891.84    196.02   1862.30   1325388.6    9934.63   688.916   0.00579229   0.00972735   1.3474286    1.51052   21.8316      0.82407
   0.9560    52502.2   2.4907    0.143045   1698.121    891.82    196.15   1862.28   1324857.3    9934.73   688.907   0.00579477   0.00973782   1.3474305    1.51052   21.8316      0.82593
   0.9570    52478.5   2.4907    0.142984   1698.122    891.80    196.28   1862.25   1324326.6    9934.83   688.898   0.00579724   0.00974829   1.3474324    1.51052   21.8316      0.82756
   0.9580    52454.7   2.4907    0.142923   1698.122    891.77    196.40   1862.23   1323796.3    9934.93   688.889   0.00579971   0.00975876   1.3474343    1.51052   21.8316      0.82553
   0.9590    52431.0   2.4908    0.142862   1698.123    891.75    196.53   1862.21   1323266.6    9935.04   688.881   0.00580218   0.00976924   1.3474362    1.51052   21.8316      0.82565
   0.9600    52407.3   2.4908    0.142801   1698.124    891.73    196.65   1862.19   1322737.6    9935.14   688.872   0.00580466   0.00977971   1.3474380    1.51052   21.8316      0.82787
   0.9610    52383.6   2.4908    0.142740   1698.124    891.71    196.78   1862.16   1322208.9    9935.24   688.863   0.00580713   0.00979018   1.3474399    1.51052   21.8316      0.82705
   0.9620    52359.9   2.4908    0.142679   1698.125    891.68    196.91   1862.14   1321680.8    9935.34   688.854   0.00580960   0.00980065   1.3474418    1.51052   21.8316      0.82600
   0.9630    52336.3   2.4909    0.142619   1698.125    891.66    197.03   1862.12   1321153.3    9935.44   688.845   0.00581207   0.00981113   1.3474437    1.51052   21.8316      0.82775
   0.9640    52312.7   2.4909    0.142558   1698.126    891.64    197.16   1862.10   1320626.3    9935.54   688.837   0.00581454   0.00982160   1.3474456    1.51052   21.8316      0.82821
   0.9650    52289.1   2.4909    0.142497   1698.126    891.61    197.28   1862.08   1320099.8    9935.64   688.828   0.00581701   0.00983207   1.3474475    1.51052   21.8316      0.82687
   0.9660    52265.5   2.4910    0.142437   1698.127    891.59    197.41   1862.05   1319573.8    9935.74   688.819   0.00581948   0.00984254   1.3474494    1.51052   21.8316      0.82764
   0.9670    52242.0   2.4910    0.142376   1698.128    891.57    197.53   1862.03   1319048.5    9935.85   688.810   0.00582195   0.00985302   1.3474513    1.51052   21.8316      0.82888
   0.9680    52218.5   2.4910    0.142316   1698.128    891.55    197.66   1862.01   1318523.5    9935.95   688.801   0.00582442   0.00986349   1.3474532    1.51052   21.8316      0.82799
   0.9690    52195.0   2.4911    0.142255   1698.129    891.52    197.79   1861.99   1317999.2    9936.05   688.793   0.00582689   0.00987396   1.3474551    1.51052   21.8316      0.82783
   0.9700    52171.5   2.4911    0.142195   1698.129    891.50    197.91   1861.96   1317475.3    9936.15   688.784   0.00582936   0.00988443   1.3474570    1.51052   21.8316      0.82915
   0.9710    52148.0   2.4911    0.142135   1698.130    891.48    198.04   1861.94   1316952.0    9936.25   688.775   0.00583182   0.00989490   1.3474589    1.51052   21.8316      0.82904
   0.9720    52124.6   2.4912    0.142075   1698.130    891.46    198.16   1861.92   1316429.2    9936.35   688.766   0.00583429   0.00990538   1.3474608    1.51052   21.8316      0.82838
   0.9730    52101.2   2.4912    0.142015   1698.131    891.43    198.29   1861.90   1315907.0    9936.45   688.758   0.00583676   0.00991585   1.3474627    1.51052   21.8316      0.82928
   0.9740    52077.8   2.4912    0.141955   1698.132    891.41    198.41   1861.88   1315385.2    9936.55   688.749   0.00583923   0.00992632   1.3474646    1.51052   21.8316      0.82983
   0.9750    52054.4   2.4913    0.141895   1698.132    891.39    198.53   1861.85   1314864.0    9936.65   688.740   0.00584169   0.00993679   1.3474665    1.51052   21.8316      0.82919
   0.9760    52031.1   2.4913    0.141835   1698.133    891.36    198.66   1861.83   1314343.3    9936.75   688.731   0.00584416   0.00994727   1.3474684    1.51052   21.8316      0.82949
   0.9770    52007.8   2.4913    0.141775   1698.133    891.34    198.78   1861.81   1313823.1    9936.85   688.722   0.00584663   0.00995774   1.3474703    1.51052   21.8316      0.83034
   0.9780    51984.5   2.4914    0.141715   1698.134    891.32    198.91   1861.79   1313303.5    9936.95   688.713   0.00584909   0.00996821   1.3474722    1.51052   21.8316      0.83007
   0.9790    51961.2   2.4914    0.141655   1698.134    891.30    199.03   1861.76   1312784.3    9937.05   688.705   0.00585156   0.00997868   1.3474741    1.51052   21.8316      0.82990
   0.9800    51938.0   2.4914    0.141595   1698.135    891.27    199.16   1861.74   1312265.7    9937.15   688.696   0.00585402   0.00998916   1.3474760    1.51052   21.8316      0.83068
   0.9810    51914.7   2.4915    0.141536   1698.135    891.25    199.28   1861.72   1311747.6    9937.25   688.687   0.00585649   0.00999963   1.3474779    1.51052   21.8316      0.83086
   0.9820    51891.5   2.4915    0.141476   1698.136    891.23    199.40   1861.70   1311230.0    9937.35   688.678   0.00585895   0.01001010   1.3474798    1.51052   21.8316      0.83052
   0.9830    51868.3   2.4915    0.141417   1698.136    891.20    199.53   1861.68   1310712.9    9937.45   688.669   0.00586142   0.01002057   1.3474817    1.51052   21.8316      0.83098
   0.9840    51845.2   2.4916    0.141357   1698.137    891.18    199.65   1861.65   1310196.4    9937.55   688.661   0.00586388   0.01003105   1.3474836    1.51052   21.8316      0.83148
   0.9850    51822.0   2.4916    0.141298   1698.138    891.16    199.78   1861.63   1309680.3    9937.65   688.652   0.00586634   0.01004152   1.3474855    1.51052   21.8316      0.83125
   0.9860    51798.9   2.4916    0.141238   1698.138    891.14    199.90   1861.61   1309164.7    9937.75   688.643   0.00586881   0.01005199   1.3474874    1.51052   21.8316      0.83138
   0.9870    51775.8   2.4917    0.141179   1698.139    891.11    200.02   1861.59   1308649.7    9937.85   688.634   0.00587127   0.01006246   1.3474894    1.51052   21.8316      0.83195
   0.9880    51752.7   2.4917    0.141120   1698.139    891.09    200.15   1861.56   1308135.2    9937.95   688.625   0.00587373   0.01007294   1.3474913    1.51052   21.8316      0.83198
   0.9890    51729.7   2.4917    0.141061   1698.140    891.07    200.27   1861.54   1307621.2    9938.05   688.617   0.00587619   0.01008341   1.3474932    1.51052   21.8316      0.83190
   0.9900    51706.7   2.4918    0.141001   1698.140    891.05    200.60   1861.52   1307107.7    9938.15   688.608   0.00587866   0.01010435   1.3474951    1.51052   21.8316      0.83236
   0.9910    51683.7   2.4918    0.140942   1698.141    891.02    200.93   1861.50   1306594.7    9938.25   688.599   0.00588112   0.01012530   1.3474970    1.51052   21.8316      0.83856
   0.9920    51660.7   2.4918    0.140883   1698.141    891.00    201.26   1861.47   1306082.1    9938.35   688.590   0.00588358   0.01014625   1.3474989    1.51052   21.8316      0.84046
   0.9930    51637.7   2.4919    0.140824   1698.142    890.98    201.59   1861.45   1305570.3    9938.44   688.581   0.00588603   0.01016720   1.3475008    1.51052   21.8316      0.84428
   0.9940    51614.8   2.4919    0.140765   1698.143    890.95    201.92   1861.43   1305059.4    9938.54   688.572   0.00588849   0.01018814   1.3475027    1.51052   21.8316      0.85054
   0.9950    51591.9   2.4919    0.140707   1698.144    890.93    202.25   1861.41   1304549.4    9938.64   688.563   0.00589095   0.01020909   1.3475046    1.51052   21.8316      0.85078
   0.9960    51569.0   2.4920    0.140648   1698.144    890.91    202.58   1861.38   1304040.2    9938.74   688.554   0.00589340   0.01023004   1.3475066    1.51052   21.8316      0.85295
   0.9970    51546.1   2.4920    0.140589   1698.145    890.88    202.91   1861.36   1303532.1    9938.84   688.545   0.00589585   0.01025098   1.3475085    1.51052   21.8316      0.85391
   0.9980    51523.3   2.4920    0.140531   1698.146    890.86    203.24   1861.34   1303024.8    9938.94   688.536   0.00589830   0.01027193   1.3475104    1.51052   21.8316      0.85534
   0.9990    51500.5   2.4921    0.140472   1698.147    890.84    203.57   1861.32   1302518.4    9939.03   688.527   0.00590075   0.01029288   1.3475124    1.51052   21.8316      0.85644
   1.0000    51477.7   2.4921    0.140414   1698.147    890.81    203.90   1861.29   1302012.8    9939.13   688.518   0.00590320   0.01031382   1.3475143    1.51052   21.8316      0.85651
   1.0010    51455.0   2.4921    0.140356   1698.148    890.79    204.23   1861.27   1301508.1    9939.23   688.509   0.00590565   0.01033477   1.3475162    1.51052   21.8316      0.85928
   1.0020    51432.3   2.4922    0.140298   1698.149    890.77    204.55   1861.25   1301004.1    9939.33   688.500   0.00590809   0.01035572   1.3475182    1.51052   21.8316      0.85960
   1.0030    51409.6   2.4922    0.140239   1698.150    890.74    204.88   1861.23   1300501.0    9939.42   688.491   0.00591053   0.01037667   1.3475201    1.51052   21.8316      0.86005
   1.0040    51386.9   2.4922    0.140181   1698.151    890.72    205.21   1861.20   1299998.8    9939.52   688.482   0.00591298   0.01039761   1.3475221    1.51052   21.8316      0.86199
   1.0050    51364.3   2.4923    0.140124   1698.152    890.70    205.54   1861.18   1299497.4    9939.62   688.473   0.00591542   0.01041856   1.3475241    1.51052   21.8316      0.86237
   1.0060    51341.7   2.4923    0.140066   1698.153    890.67    205.86   1861.16   1298996.8    9939.72   688.464   0.00591785   0.01043951   1.3475260    1.51052   21.8316      0.86304
   1.0070    51319.2   2.4923    0.140008   1698.154    890.65    206.19   1861.14   1298497.0    9939.81   688.455   0.00592029   0.01046045   1.3475280    1.51052   21.8316      0.86375
   1.0080    51296.6   2.4924    0.139950   1698.154    890.63    206.52   1861.11   1297998.1    9939.91   688.446   0.00592273   0.01048140   1.3475299    1.51052   21.8316      0.86478
   1.0090    51274.1   2.4924    0.139893   1698.155    890.60    206.84   1861.09   1297499.9    9940.01   688.437   0.00592516   0.01050235   1.3475319    1.51052   21.8316      0.86530
   1.0100    51251.7   2.4924    0.139835   1698.156    890.58    207.17   1861.07   1297002.5    9940.10   688.428   0.00592759   0.01052329   1.3475339    1.51052   21.8316      0.86546
   1.0110    51229.2   2.4925    0.139778   1698.157    890.56    207.50   1861.04   1296506.0    9940.20   688.419   0.00593002   0.01054424   1.3475358    1.51052   21.8316      0.86671
   1.0120    51206.8   2.4925    0.139720   1698.158    890.53    207.82   1861.02   1296010.2    9940.29   688.410   0.00593245   0.01056519   1.3475378    1.51052   21.8316      0.86707
   1.0130    51184.5   2.4925    0.139663   1698.159    890.51    208.15   1861.00   1295515.2    9940.39   688.400   0.00593488   0.01058614   1.3475398    1.51052   21.8316      0.86725
   1.0140    51162.1   2.4926    0.139606   1698.160    890.48    208.47   1860.98   1295021.0    9940.49   688.391   0.00593730   0.01060708   1.3475418    1.51052   21.8316      0.86812
   1.0150    51139.8   2.4926    0.139549   1698.161    890.46    208.80   1860.95   1294527.7    9940.58   688.382   0.00593973   0.01062803   1.3475437    1.51052   21.8316      0.86860
   1.0160    51117.5   2.4926    0.139492   1698.162    890.44    209.12   1860.93   1294035.0    9940.68   688.373   0.00594215   0.01064898   1.3475457    1.51052   21.8316      0.86890
   1.0170    51095.3   2.4927    0.139435   1698.163    890.41    209.45   1860.91   1293543.2    9940.77   688.364   0.00594457   0.01066992   1.3475477    1.51052   21.8316      0.86930
   1.0180    51073.1   2.4927    0.139378   1698.163    890.39    209.77   1860.89   1293052.2    9940.87   688.355   0.00594699   0.01069087   1.3475497    1.51052   21.8316      0.86997
   1.0190    51050.9   2.4927    0.139321   1698.164    890.37    210.10   1860.86   1292561.9    9940.96   688.345   0.00594941   0.01071182   1.3475517    1.51052   21.8316      0.87032
   1.0200    51028.7   2.4928    0.139265   1698.165    890.34    210.42   1860.84   1292072.3    9941.06   688.336   0.00595182   0.01073276   1.3475536    1.51052   21.8316      0.87049
   1.0210    51006.6   2.4928    0.139208   1698.166    890.32    210.75   1860.82   1291583.6    9941.15   688.327   0.00595424   0.01075371   1.3475556    1.51052   21.8316      0.87116
   1.0220    50984.5   2.4929    0.139151   1698.167    890.29    211.07   1860.79   1291095.6    9941.25   688.318   0.00595665   0.01077466   1.3475576    1.51052   21.8316      0.87154
   1.0230    50962.5   2.4929    0.139095   1698.168    890.27    211.39   1860.77   1290608.4    9941.34   688.309   0.00595906   0.01079561   1.3475596    1.51052   21.8316      0.87172
   1.0240    50940.4   2.4929    0.139039   1698.169    890.25    211.72   1860.75   1290121.9    9941.44   688.299   0.00596147   0.01081655   1.3475616    1.51052   21.8316      0.87220
   1.0250    50918.4   2.4930    0.138982   1698.170    890.22    212.04   1860.72   1289636.2    9941.53   688.290   0.00596388   0.01083750   1.3475636    1.51052   21.8316      0.87265
   1.0260    50896.5   2.4930    0.138926   1698.170    890.20    212.36   1860.70   1289151.3    9941.62   688.281   0.00596628   0.01085845   1.3475656    1.51052   21.8316      0.87291
   1.0270    50874.5   2.4930    0.138870   1698.171    890.18    212.68   1860.68   1288667.0    9941.72   688.272   0.00596869   0.01087939   1.3475675    1.51052   21.8316      0.87320
   1.0280    50852.6   2.4931    0.138814   1698.172    890.15    213.01   1860.66   1288183.6    9941.81   688.263   0.00597109   0.01090034   1.3475695    1.51052   21.8316      0.87369
   1.0290    50830.8   2.4931    0.138758   1698.173    890.13    213.33   1860.63   1287700.9    9941.90   688.253   0.00597349   0.01092129   1.3475715    1.51052   21.8316      0.87403
   1.0300    50808.9   2.4931    0.138702   1698.174    890.10    213.65   1860.61   1287218.9    9942.00   688.244   0.00597589   0.01094223   1.3475735    1.51052   21.8316      0.87424
   1.0310    50787.1   2.4932    0.138647   1698.175    890.08    213.97   1860.59   1286737.7    9942.09   688.235   0.00597829   0.01096318   1.3475755    1.51052   21.8316      0.87468
   1.0320    50765.3   2.4932    0.138591   1698.176    890.06    214.30   1860.56   1286257.2    9942.19   688.226   0.00598069   0.01098413   1.3475775    1.51052   21.8316      0.87506
   1.0330    50743.6   2.4932    0.138535   1698.176    890.03    214.62   1860.54   1285777.4    9942.28   688.216   0.00598308   0.01100508   1.3475795    1.51052   21.8316      0.87531
   1.0340    50721.8   2.4933    0.138480   1698.177    890.01    214.94   1860.52   1285298.4    9942.37   688.207   0.00598548   0.01102602   1.3475815    1.51052   21.8316      0.87566
   1.0350    50700.1   2.4933    0.138424   1698.178    889.98    215.26   1860.49   1284820.1    9942.46   688.198   0.00598787   0.01104697   1.3475835    1.51052   21.8316      0.87606
   1.0360    50678.5   2.4933    0.138369   1698.179    889.96    215.58   1860.47   1284342.5    9942.56   688.189   0.00599026   0.01106792   1.3475855    1.51052   21.8316      0.87637
   1.0370    50656.8   2.4934    0.138314   1698.180    889.94    215.90   1860.45   1283865.7    9942.65   688.179   0.00599265   0.01108886   1.3475875    1.51052   21.8316      0.87665
   1.0380    50635.2   2.4934    0.138259   1698.180    889.91    216.22   1860.43   1283389.6    9942.74   688.170   0.00599503   0.01110981   1.3475895    1.51052   21.8316      0.87705
   1.0390    50613.7   2.4934    0.138204   1698.181    889.89    216.54   1860.40   1282914.2    9942.83   688.161   0.00599742   0.01113076   1.3475915    1.51052   21.8316      0.87740
   1.0400    50592.1   2.4935    0.138148   1698.182    889.86    216.86   1860.38   1282439.5    9942.93   688.152   0.00599980   0.01115171   1.3475935    1.51052   21.8316      0.87767
   1.0410    50570.6   2.4935    0.138094   1698.183    889.84    217.18   1860.36   1281965.5    9943.02   688.142   0.00600219   0.01117265   1.3475955    1.51052   21.8316      0.87803
   1.0420    50549.1   2.4935    0.138039   1698.184    889.82    217.50   1860.33   1281492.3    9943.11   688.133   0.00600457   0.01119360   1.3475975    1.51052   21.8316      0.87841
   1.0430    50527.7   2.4936    0.137984   1698.184    889.79    217.82   1860.31   1281019.7    9943.20   688.124   0.00600695   0.01121455   1.3475995    1.51052   21.8316      0.87871
   1.0440    50506.3   2.4936    0.137929   1698.185    889.77    218.14   1860.29   1280547.9    9943.29   688.115   0.00600933   0.01123549   1.3476015    1.51052   21.8316      0.87903
   1.0450    50484.9   2.4937    0.137875   1698.186    889.74    218.46   1860.26   1280076.8    9943.39   688.105   0.00601170   0.01125644   1.3476035    1.51052   21.8316      0.87941
   1.0460    50463.5   2.4937    0.137820   1698.187    889.72    218.78   1860.24   1279606.4    9943.48   688.096   0.00601408   0.01127739   1.3476055    1.51052   21.8316      0.87975
   1.0470    50442.2   2.4937    0.137765   1698.187    889.70    219.10   1860.22   1279136.7    9943.57   688.087   0.00601645   0.01129833   1.3476075    1.51052   21.8316      0.88006
   1.0480    50420.9   2.4938    0.137711   1698.188    889.67    219.42   1860.19   1278667.7    9943.66   688.077   0.00601882   0.01131928   1.3476096    1.51052   21.8316      0.88043
   1.0490    50399.6   2.4938    0.137657   1698.189    889.65    219.73   1860.17   1278199.4    9943.75   688.068   0.00602119   0.01134023   1.3476116    1.51052   21.8316      0.88079
   1.0500    50378.3   2.4938    0.137603   1698.190    889.62    220.05   1860.15   1277731.7    9943.84   688.059   0.00602356   0.01136118   1.3476136    1.51052   21.8316      0.88111
   1.0510    50357.1   2.4939    0.137548   1698.191    889.60    220.37   1860.12   1277264.8    9943.93   688.049   0.00602593   0.01138212   1.3476156    1.51052   21.8316      0.88145
   1.0520    50335.9   2.4939    0.137494   1698.191    889.58    220.69   1860.10   1276798.6    9944.02   688.040   0.00602830   0.01140307   1.3476176    1.51052   21.8316      0.88183
   1.0530    50314.8   2.4939    0.137440   1698.192    889.55    221.00   1860.08   1276333.1    9944.11   688.031   0.00603066   0.01142402   1.3476196    1.51052   21.8316      0.88217
   1.0540    50293.6   2.4940    0.137386   1698.193    889.53    221.32   1860.05   1275868.2    9944.20   688.021   0.00603302   0.01144496   1.3476216    1.51052   21.8316      0.88250
   1.0550    50272.5   2.4940    0.137332   1698.193    889.50    221.64   1860.03   1275404.1    9944.29   688.012   0.00603539   0.01146591   1.3476236    1.51052   21.8316      0.88287
   1.0560    50251.4   2.4940    0.137279   1698.194    889.48    221.96   1860.01   1274940.6    9944.38   688.003   0.00603775   0.01148686   1.3476257    1.51052   21.8316      0.88324
   1.0570    50230.4   2.4941    0.137225   1698.195    889.45    222.27   1859.98   1274477.8    9944.47   687.993   0.00604011   0.01150780   1.3476277    1.51052   21.8316      0.88357
   1.0580    50209.4   2.4941    0.137171   1698.196    889.43    222.59   1859.96   1274015.7    9944.56   687.984   0.00604246   0.01152875   1.3476297    1.51052   21.8316      0.88393
   1.0590    50188.4   2.4941    0.137118   1698.196    889.41    222.91   1859.94   1273554.3    9944.65   687.975   0.00604482   0.01154970   1.3476317    1.51052   21.8316      0.88431
   1.0600    50167.4   2.4942    0.137064   1698.197    889.38    223.22   1859.91   1273093.5    9944.74   687.965   0.00604717   0.01157065   1.3476337    1.51052   21.8316      0.88466
   1.0610    50146.5   2.4942    0.137011   1698.198    889.36    223.54   1859.89   1272633.4    9944.83   687.956   0.00604953   0.01159159   1.3476358    1.51052   21.8316      0.88501
   1.0620    50125.6   2.4942    0.136958   1698.198    889.33    223.85   1859.86   1272174.0    9944.92   687.947   0.00605188   0.01161254   1.3476378    1.51052   21.8316      0.88539
   1.0630    50104.7   2.4943    0.136904   1698.199    889.31    224.17   1859.84   1271715.3    9945.01   687.937   0.00605423   0.01163349   1.3476398    1.51052   21.8316      0.88575
   1.0640    50083.8   2.4943    0.136851   1698.200    889.29    224.48   1859.82   1271257.2    9945.10   687.928   0.00605658   0.01165443   1.3476418    1.51052   21.8316      0.88611
   1.0650    50063.0   2.4943    0.136798   1698.201    889.26    224.80   1859.79   1270799.8    9945.19   687.919   0.00605892   0.01167538   1.3476438    1.51052   21.8316      0.88648
   1.0660    50042.2   2.4944    0.136745   1698.201    889.24    225.11   1859.77   1270343.1    9945.28   687.909   0.00606127   0.01169633   1.3476459    1.51052   21.8316      0.88686
   1.0670    50021.4   2.4944    0.136692   1698.202    889.21    225.43   1859.75   1269887.0    9945.37   687.900   0.00606361   0.01171727   1.3476479    1.51052   21.8316      0.88722
   1.0680    50000.7   2.4945    0.136639   1698.203    889.19    225.74   1859.72   1269431.6    9945.46   687.890   0.00606596   0.01173822   1.3476499    1.51052   21.8316      0.88759
   1.0690    49980.0   2.4945    0.136586   1698.203    889.16    226.06   1859.70   1268976.8    9945.55   687.881   0.00606830   0.01175917   1.3476520    1.51052   21.8316      0.88797
   1.0700    49959.3   2.4945    0.136533   1698.204    889.14    226.37   1859.68   1268522.7    9945.63   687.872   0.00607064   0.01178012   1.3476540    1.51052   21.8316      0.88834
   1.0710    49938.6   2.4946    0.136481   1698.205    889.12    226.69   1859.65   1268069.3    9945.72   687.862   0.00607298   0.01180106   1.3476560    1.51052   21.8316      0.88871
   1.0720    49918.0   2.4946    0.136428   1698.205    889.09    227.00   1859.63   1267616.5    9945.81   687.853   0.00607531   0.01182201   1.3476580    1.51052   21.8316      0.88909
   1.0730    49897.4   2.4946    0.136376   1698.206    889.07    227.31   1859.61   1267164.4    9945.90   687.843   0.00607765   0.01184296   1.3476601    1.51052   21.8316      0.88947
   1.0740    49876.8   2.4947    0.136323   1698.207    889.04    227.63   1859.58   1266712.9    9945.99   687.834   0.00607998   0.01186390   1.3476621    1.51052   21.8316      0.88984
   1.0750    49856.2   2.4947    0.136271   1698.207    889.02    227.94   1859.56   1266262.0    9946.07   687.825   0.00608232   0.01188485   1.3476641    1.51052   21.8316      0.89022
   1.0760    49835.7   2.4947    0.136218   1698.208    888.99    228.25   1859.53   1265811.8    9946.16   687.815   0.00608465   0.01190580   1.3476662    1.51052   21.8316      0.89061
   1.0770    49815.2   2.4948    0.136166   1698.208    888.97    228.57   1859.51   1265362.3    9946.25   687.806   0.00608698   0.01192674   1.3476682    1.51052   21.8316      0.89098
   1.0780    49794.7   2.4948    0.136114   1698.209    888.94    228.88   1859.49   1264913.4    9946.34   687.796   0.00608931   0.01194769   1.3476702    1.51052   21.8316      0.89136
   1.0790    49774.3   2.4948    0.136062   1698.210    888.92    229.19   1859.46   1264465.1    9946.42   687.787   0.00609164   0.01196864   1.3476723    1.51052   21.8316      0.89175
   1.0800    49753.9   2.4949    0.136010   1698.210    888.90    229.50   1859.44   1264017.5    9946.51   687.777   0.00609396   0.01198959   1.3476743    1.51052   21.8316      0.89214
   1.0810    49733.5   2.4949    0.135958   1698.211    888.87    229.81   1859.42   1263570.5    9946.60   687.768   0.00609629   0.01201053   1.3476764    1.51052   21.8316      0.89252
   1.0820    49713.1   2.4949    0.135906   1698.212    888.85    230.13   1859.39   1263124.1    9946.69   687.759   0.00609861   0.01203148   1.3476784    1.51052   21.8316      0.89291
   1.0830    49692.8   2.4950    0.135854   1698.212    888.82    230.44   1859.37   1262678.4    9946.77   687.749   0.00610093   0.01205243   1.3476804    1.51052   21.8316      0.89330
   1.0840    49672.5   2.4950    0.135803   1698.213    888.80    230.75   1859.34   1262233.3    9946.86   687.740   0.00610326   0.01207337   1.3476825    1.51052   21.8316      0.89369
   1.0850    49652.2   2.4951    0.135751   1698.213    888.77    231.06   1859.32   1261788.8    9946.95   687.730   0.00610557   0.01209432   1.3476845    1.51052   21.8316      0.89407
   1.0860    49631.9   2.4951    0.135699   1698.214    888.75    231.37   1859.30   1261345.0    9947.03   687.721   0.00610789   0.01211527   1.3476866    1.51052   21.8316      0.89447
   1.0870    49611.7   2.4951    0.135648   1698.215    888.73    231.68   1859.27   1260901.8    9947.12   687.711   0.00611021   0.01213621   1.3476886    1.51052   21.8316      0.89486
   1.0880    49591.4   2.4952    0.135596   1698.215    888.70    231.99   1859.25   1260459.2    9947.21   687.702   0.00611253   0.01215716   1.3476906    1.51052   21.8316      0.89525
   1.0890    49571.3   2.4952    0.135545   1698.216    888.68    232.30   1859.22   1260017.3    9947.29   687.692   0.00611484   0.01217811   1.3476927    1.51052   21.8316      0.89564
   1.0900    49551.1   2.4952    0.135493   1698.216    888.65    232.61   1859.20   1259575.9    9947.38   687.683   0.00611715   0.01219906   1.3476947    1.51052   21.8316      0.89604
   1.0910    49531.0   2.4953    0.135442   1698.217    888.63    232.92   1859.18   1259135.2    9947.46   687.673   0.00611946   0.01222000   1.3476968    1.51052   21.8316      0.89643
   1.0920    49510.8   2.4953    0.135391   1698.218    888.60    233.23   1859.15   1258695.1    9947.55   687.664   0.00612177   0.01224095   1.3476988    1.51052   21.8316      0.89683
   1.0930    49490.8   2.4953    0.135340   1698.218    888.58    233.54   1859.13   1258255.6    9947.64   687.654   0.00612408   0.01226190   1.3477009    1.51052   21.8316      0.89722
   1.0940    49470.7   2.4954    0.135289   1698.219    888.55    233.85   1859.10   1257816.7    9947.72   687.645   0.00612639   0.01228284   1.3477029    1.51052   21.8316      0.89762
   1.0950    49450.7   2.4954    0.135238   1698.219    888.53    234.16   1859.08   1257378.5    9947.81   687.636   0.00612870   0.01230379   1.3477050    1.51052   21.8316      0.89802
